"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"39925958","08/05/2018 12:59:25 PM","08/06/2018 04:22:05 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11201","210 JORALEMON STREET","JORALEMON STREET","COURT STREET","BOROUGH HALL PEDESTRIAN PATH",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/19/2018 12:59:25 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/06/2018 04:22:05 PM","02 BROOKLYN","3002667501","BROOKLYN","986,887","191,558","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69245883962","-73.99049086166","(40.69245883961735, -73.9904908616587)"
"39918746","08/04/2018 02:03:19 PM","08/06/2018 11:50:33 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10013","483 BROADWAY","BROADWAY","GRAND STREET","BROOME STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","09/18/2018 02:03:19 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/06/2018 11:50:33 AM","02 MANHATTAN","1004740030","MANHATTAN","984,229","202,154","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72154274982","-74.00007575997","(40.72154274981836, -74.00007575997306)"
"39925368","08/04/2018 09:47:07 AM","08/06/2018 11:43:20 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11225","1134 NOSTRAND AVENUE","NOSTRAND AVENUE","MIDWOOD STREET","RUTLAND ROAD",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/18/2018 09:47:07 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/06/2018 11:43:20 AM","09 BROOKLYN","3050360039","BROOKLYN","997,968","179,704","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65991204983","-73.95055641951","(40.659912049830055, -73.95055641951367)"
"39913339","08/03/2018 10:20:25 AM","08/06/2018 10:36:06 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11201","210 JORALEMON STREET","JORALEMON STREET","COURT STREET","BOROUGH HALL PEDESTRIAN PATH",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/17/2018 10:20:27 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/06/2018 10:36:06 AM","02 BROOKLYN","3002667501","BROOKLYN","986,887","191,558","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.69245883962","-73.99049086166","(40.69245883961735, -73.9904908616587)"
"39900753","08/02/2018 07:05:34 PM","08/09/2018 08:30:00 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10033","505 WEST  181 STREET","WEST  181 STREET","WASHINGTON BRIDGE","AUDUBON AVENUE",,,"ADDRESS","NEW YORK",,"N/A","Closed","09/16/2018 07:05:34 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/09/2018 08:30:00 AM","12 MANHATTAN","1021550026","MANHATTAN","1,003,280","248,333","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.84827126175","-73.93121623212","(40.84827126174654, -73.93121623211724)"
"39902026","08/02/2018 11:53:50 AM","08/03/2018 04:42:59 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10019","65 WEST   54 STREET","WEST   54 STREET","5 AVENUE","AVENUE OF THE AMERICAS",,,"ADDRESS","NEW YORK",,"N/A","Closed","09/16/2018 11:53:50 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/03/2018 04:42:59 PM","05 MANHATTAN","1012700001","MANHATTAN","990,530","216,848","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.76187188857","-73.97733044223","(40.76187188857365, -73.97733044223443)"
"39903430","08/02/2018 10:33:05 AM","08/03/2018 04:23:38 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11412","109-06 FARMERS BOULEVARD","FARMERS BOULEVARD","109 AVENUE","109 ROAD",,,"ADDRESS","Saint Albans",,"N/A","Closed","09/16/2018 10:33:05 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/03/2018 04:23:38 PM","12 QUEENS","4103790052","QUEENS","1,048,915","195,804","PHONE","Unspecified","QUEENS",,,,,,,,"40.70387723145","-73.76677494135","(40.70387723144517, -73.76677494134789)"
"39903438","08/02/2018 09:23:08 AM","08/03/2018 03:47:36 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10310","84 ELM STREET","ELM STREET","RICHMOND TERRACE","HENDERSON AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","09/16/2018 09:23:08 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/03/2018 03:47:36 PM","01 STATEN ISLAND","5001580078","STATEN ISLAND","952,526","172,330","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.63962583341","-74.11430759971","(40.63962583340915, -74.11430759970565)"
"39896884","08/01/2018 12:17:30 PM","08/20/2018 03:23:03 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10035","64 SUNKEN GARDEN LOOP","SUNKEN GARDEN LOOP","CHARLES GAY LOOP","BEND",,,"ADDRESS","NEW YORK",,"N/A","Closed","09/15/2018 12:17:30 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/20/2018 03:23:03 PM","11 MANHATTAN","1018190010","MANHATTAN","1,003,248","225,461","UNKNOWN","Unspecified","MANHATTAN",,,,,,,,"40.78549412926","-73.93139664079","(40.78549412925795, -73.93139664078882)"
"39880345","07/31/2018 04:42:16 PM","08/03/2018 03:28:27 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10016","15 EAST   28 STREET","EAST   28 STREET","5 AVENUE","MADISON AVENUE",,,"ADDRESS","NEW YORK",,"N/A","Closed","09/14/2018 04:42:18 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/03/2018 03:28:27 PM","05 MANHATTAN","1008580017","MANHATTAN","988,056","210,430","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74425751721","-73.98626472537","(40.74425751720673, -73.98626472536797)"
"39887772","07/31/2018 03:12:32 PM","08/03/2018 03:44:03 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11223","911 KINGS HIGHWAY","KINGS HIGHWAY","EAST 9 STREET","EAST 10 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/14/2018 03:12:32 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/03/2018 03:44:03 PM","15 BROOKLYN","3066660037","BROOKLYN","994,420","160,380","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6068765603","-73.96337354261","(40.60687656029787, -73.96337354260989)"
"39878361","07/31/2018 12:44:35 PM","08/09/2018 02:14:09 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10302","107 CORTLANDT STREET","CORTLANDT STREET","SHARRETT PLACE","HAUGHWOUT AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","09/14/2018 12:44:35 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/09/2018 02:14:09 PM","01 STATEN ISLAND",,"STATEN ISLAND","947,154","168,425","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.62888657985","-74.13364244201","(40.62888657984565, -74.13364244201252)"
"39846734","07/27/2018 01:07:12 PM","07/27/2018 03:53:08 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11103","30-33 STEINWAY STREET","STEINWAY STREET","30 AVENUE","31 AVENUE",,,"ADDRESS","Astoria",,"N/A","Closed","09/10/2018 01:07:12 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/27/2018 03:53:08 PM","01 QUEENS","4006800032","QUEENS","1,007,581","217,238","PHONE","Unspecified","QUEENS",,,,,,,,"40.76291378371","-73.91577837556","(40.762913783709145, -73.91577837555874)"
"39844083","07/26/2018 10:48:49 PM","07/31/2018 02:00:00 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11214","1921 86 STREET","86 STREET","19 AVENUE","BAY 22 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/09/2018 10:48:50 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/31/2018 02:00:00 PM","11 BROOKLYN","3063450060","BROOKLYN","984,275","159,916","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60560881094","-73.99990996617","(40.60560881093532, -73.99990996617298)"
"39842213","07/26/2018 06:17:02 PM","07/27/2018 09:55:20 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10310","159 BROADWAY","BROADWAY","WAYNE STREET","HENDERSON AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","09/09/2018 06:17:02 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/27/2018 09:55:20 AM","01 STATEN ISLAND","5001740006","STATEN ISLAND","951,613","171,568","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.63753099089","-74.11759362245","(40.637530990890504, -74.11759362245294)"
"39839622","07/26/2018 03:55:07 PM","07/27/2018 09:13:36 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11223","360 QUENTIN ROAD","QUENTIN ROAD","DAHILL ROAD","MC DONALD AVENUE",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/09/2018 03:55:07 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/27/2018 09:13:36 AM","11 BROOKLYN","3066570006","BROOKLYN","991,819","160,295","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60664585604","-73.97274093467","(40.606645856041425, -73.97274093467139)"
"39831333","07/26/2018 12:50:39 AM","07/26/2018 01:37:18 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10014","285 WEST   12 STREET","WEST   12 STREET","WEST 4 STREET","8 AVENUE",,,"ADDRESS","NEW YORK",,"N/A","Closed","09/09/2018 12:50:39 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/26/2018 01:37:18 PM","02 MANHATTAN","1006250063","MANHATTAN","983,108","207,987","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.73755283524","-74.00412088943","(40.73755283524282, -74.00412088943396)"
"39832432","07/25/2018 02:59:32 PM","07/26/2018 01:24:23 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11426","249-16 GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY ET 24 EB","BEND",,,"ADDRESS","Bellerose",,"N/A","Closed","09/08/2018 02:59:32 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/26/2018 01:24:23 PM","13 QUEENS","4084010620","QUEENS","1,060,684","213,641","PHONE","Unspecified","QUEENS",,,,,,,,"40.75274136837","-73.72412574417","(40.75274136836757, -73.72412574416802)"
"39830194","07/25/2018 12:49:36 PM","07/26/2018 10:26:41 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11230","1419 FOSTER AVENUE","FOSTER AVENUE","EAST 14 STREET","EAST 15 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/08/2018 12:49:36 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/26/2018 10:26:41 AM","14 BROOKLYN","3052350030","BROOKLYN","994,321","170,176","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.63376465071","-73.96371546982","(40.63376465070804, -73.96371546981806)"
"39824493","07/24/2018 04:55:32 PM","07/26/2018 10:00:28 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10469","2421 KINGSLAND AVENUE","KINGSLAND AVENUE","WARING AVENUE","MACE AVENUE",,,"ADDRESS","BRONX",,"N/A","Closed","09/07/2018 04:55:33 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/26/2018 10:00:28 AM","11 BRONX","2044840048","BRONX","1,028,785","253,137","ONLINE","Unspecified","BRONX",,,,,,,,"40.86136498225","-73.83899686682","(40.86136498225443, -73.83899686682457)"
"39819570","07/24/2018 03:36:49 PM","07/26/2018 09:55:33 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11223","22 AVENUE S","AVENUE S","STILLWELL AVENUE","WEST 13 STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/07/2018 03:36:49 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/26/2018 09:55:33 AM","11 BROOKLYN","3070750006","BROOKLYN","988,372","158,018","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60039822849","-73.98515638102","(40.60039822849219, -73.98515638101838)"
"39804969","07/22/2018 02:55:59 PM","07/25/2018 02:25:56 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11221","589 KNICKERBOCKER AVENUE","KNICKERBOCKER AVENUE","GATES AVENUE","PALMETTO STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","09/05/2018 02:55:59 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/25/2018 02:25:56 PM","04 BROOKLYN","3033440001","BROOKLYN","1,008,036","193,031","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.69647031034","-73.91422146025","(40.696470310341894, -73.91422146024775)"
"39804190","07/22/2018 10:44:52 AM","07/25/2018 02:25:49 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11366","183-02 UNION TURNPIKE","UNION TURNPIKE","183 STREET","184 STREET",,,"ADDRESS","Fresh Meadows",,"N/A","Closed","09/05/2018 10:44:53 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/25/2018 02:25:49 PM","08 QUEENS","4072480015","QUEENS","1,043,702","204,500","ONLINE","Unspecified","QUEENS",,,,,,,,"40.72778215856","-73.78549961273","(40.72778215855621, -73.78549961273183)"
"39789491","07/20/2018 08:53:47 AM","07/23/2018 03:55:10 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10019","1285 6 AVENUE","6 AVENUE","WEST 51 STREET","WEST 52 STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","09/03/2018 08:53:47 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/23/2018 03:55:10 PM","05 MANHATTAN","1010040029","MANHATTAN","989,841","216,440","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.76075249595","-73.97981793518","(40.76075249595287, -73.97981793517853)"
"39779232","07/19/2018 06:04:44 PM","08/31/2018 02:00:00 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10310","159 BROADWAY","BROADWAY","WAYNE STREET","HENDERSON AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","09/02/2018 06:04:44 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","08/31/2018 02:00:00 PM","01 STATEN ISLAND","5001740006","STATEN ISLAND","951,613","171,568","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.63753099089","-74.11759362245","(40.637530990890504, -74.11759362245294)"
"39768900","07/18/2018 04:03:01 PM","07/23/2018 02:05:41 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10304","84 TOWNSEND AVENUE","TOWNSEND AVENUE","BAY STREET","TOMPKINS AVENUE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","09/01/2018 04:03:01 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/23/2018 02:05:41 PM","01 STATEN ISLAND","5028400044","STATEN ISLAND","963,822","165,173","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.62001464175","-74.07358432714","(40.62001464174913, -74.07358432714027)"
"39764524","07/18/2018 02:19:42 PM","07/23/2018 02:05:51 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10303","26 FRANCESCA LANE","FRANCESCA LANE","SUMMERFIELD PLACE","BENJAMIN DRIVE",,,"ADDRESS","STATEN ISLAND",,"N/A","Closed","09/01/2018 02:19:42 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/23/2018 02:05:51 PM","01 STATEN ISLAND","5016810022","STATEN ISLAND","939,643","166,733","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.62420776597","-74.16069041254","(40.62420776597143, -74.1606904125379)"
"39758580","07/17/2018 12:02:54 PM","07/23/2018 10:27:13 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10039","285 WEST  150 STREET","WEST  150 STREET","7 AVENUE","8 AVENUE",,,"ADDRESS","NEW YORK",,"N/A","Closed","08/31/2018 12:02:54 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/23/2018 10:27:13 AM","10 MANHATTAN","1020360013","MANHATTAN","1,001,210","240,086","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.82563986042","-73.9387190798","(40.825639860423436, -73.9387190798021)"
"39746415","07/16/2018 11:24:13 AM","07/16/2018 02:50:28 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11235","2959 AVENUE Y","AVENUE Y","HARING STREET","BROWN STREET",,,"ADDRESS","BROOKLYN",,"N/A","Closed","08/30/2018 11:24:13 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/16/2018 02:50:28 PM","15 BROOKLYN","3074230038","BROOKLYN","1,001,245","154,908","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.59184657075","-73.93880761338","(40.591846570754015, -73.93880761338094)"
"39750351","07/16/2018 09:08:26 AM","07/17/2018 11:01:54 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11218","1281 39 STREET","39 STREET","39 STREET","13 AVENUE","13 AVENUE","39 STREET","ADDRESS","BROOKLYN",,"N/A","Closed","08/30/2018 09:08:26 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/17/2018 11:01:54 AM","12 BROOKLYN","3052940043","BROOKLYN","987,886","172,811","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64100214253","-73.98689853459","(40.64100214253261, -73.98689853458855)"
"39711770","07/12/2018 10:22:49 PM","07/13/2018 04:48:17 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10128","1637 THIRD AVENUE","THIRD AVENUE","EAST 91 STREET","EAST 92 STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","08/26/2018 10:22:49 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/13/2018 04:48:17 PM","08 MANHATTAN","1015377501","MANHATTAN","997,721","224,331","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.78240273307","-73.95135735877","(40.782402733073084, -73.95135735876853)"
"39718080","07/12/2018 07:08:51 AM","07/12/2018 09:35:47 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10471","6048 RIVERDALE AVENUE","RIVERDALE AVENUE","WEST 260 STREET","WEST 261 STREET",,,"ADDRESS","BRONX",,"N/A","Closed","08/26/2018 07:08:51 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/12/2018 09:35:47 AM","08 BRONX","2058800703","BRONX","1,010,979","270,751","PHONE","Unspecified","BRONX",,,,,,,,"40.9097817305","-73.90329883256","(40.90978173049962, -73.90329883256156)"
"39707460","07/11/2018 10:57:39 AM","07/13/2018 11:47:28 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10026","1845 ADAM CLAYTON POWELL JR BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","WEST 112 STREET","WEST 113 STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","08/25/2018 10:57:39 AM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/13/2018 11:47:28 AM","10 MANHATTAN","1018227502","MANHATTAN","996,921","231,055","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.80085948188","-73.95423340517","(40.80085948188248, -73.95423340516722)"
"39698424","07/10/2018 04:31:32 PM","07/13/2018 11:29:00 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10001","401 7 AVENUE","7 AVENUE","WEST 32 STREET","WEST 33 STREET",,,"ADDRESS","NEW YORK",,"N/A","Closed","08/24/2018 04:31:33 PM","The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection by the Department. The Department may contact you if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311.  Please note your Service Request number for future reference.","07/13/2018 11:29:00 AM","05 MANHATTAN","1008087501","MANHATTAN","986,609","212,447","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74979417998","-73.99148602057","(40.74979417997734, -73.99148602057147)"
